WindDirection,WindSpeed,AirDensity,WindShear,B1Er1,B1Er2,B1Er3,B1Er4,B1Er5,B1Er6,B2Er1,B2Er2,B2Er3,B2Er4,B2Er5,B2Er6,B3Er1,B3Er2,B3Er3,B3Er4,B3Er5,B3Er6,Alpha,Style,Timemean,RootFxb1mean,RootFyb1mean,RootFzc1mean,RootMxb1mean,RootMyb1mean,RootMzc1mean,TipDxc1mean,TipDyc1mean,TipDzc1mean,TipDxb1mean,TipDyb1mean,TipALxb1mean,TipALyb1mean,TipALzb1mean,TipRDxb1mean,TipRDyb1mean,HSShftVmean,B1Pitchmean,B1N1Clmean,B1N2Clmean,B1N3Clmean,B1N4Clmean,B1N5Clmean,B1N6Clmean,B1N1Cdmean,B1N2Cdmean,B1N3Cdmean,B1N4Cdmean,B1N5Cdmean,B1N6Cdmean,GenPwrmean,GenTqmean,Timesd,RootFxb1sd,RootFyb1sd,RootFzc1sd,RootMxb1sd,RootMyb1sd,RootMzc1sd,TipDxc1sd,TipDyc1sd,TipDzc1sd,TipDxb1sd,TipDyb1sd,TipALxb1sd,TipALyb1sd,TipALzb1sd,TipRDxb1sd,TipRDyb1sd,HSShftVsd,B1Pitchsd,B1N1Clsd,B1N2Clsd,B1N3Clsd,B1N4Clsd,B1N5Clsd,B1N6Clsd,B1N1Cdsd,B1N2Cdsd,B1N3Cdsd,B1N4Cdsd,B1N5Cdsd,B1N6Cdsd,GenPwrsd,GenTqsd,Timeskew,RootFxb1skew,RootFyb1skew,RootFzc1skew,RootMxb1skew,RootMyb1skew,RootMzc1skew,TipDxc1skew,TipDyc1skew,TipDzc1skew,TipDxb1skew,TipDyb1skew,TipALxb1skew,TipALyb1skew,TipALzb1skew,TipRDxb1skew,TipRDyb1skew,HSShftVskew,B1Pitchskew,B1N1Clskew,B1N2Clskew,B1N3Clskew,B1N4Clskew,B1N5Clskew,B1N6Clskew,B1N1Cdskew,B1N2Cdskew,B1N3Cdskew,B1N4Cdskew,B1N5Cdskew,B1N6Cdskew,GenPwrskew,GenTqskew,Timekurt,RootFxb1kurt,RootFyb1kurt,RootFzc1kurt,RootMxb1kurt,RootMyb1kurt,RootMzc1kurt,TipDxc1kurt,TipDyc1kurt,TipDzc1kurt,TipDxb1kurt,TipDyb1kurt,TipALxb1kurt,TipALyb1kurt,TipALzb1kurt,TipRDxb1kurt,TipRDyb1kurt,HSShftVkurt,B1Pitchkurt,B1N1Clkurt,B1N2Clkurt,B1N3Clkurt,B1N4Clkurt,B1N5Clkurt,B1N6Clkurt,B1N1Cdkurt,B1N2Cdkurt,B1N3Cdkurt,B1N4Cdkurt,B1N5Cdkurt,B1N6Cdkurt,GenPwrkurt,GenTqkurt
-1.66666666666667,25,1.24222222222222,0,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.555555555555556,2,150.000015727529,150.589581293615,-7.97375153421519,621.13708988647,23.0579675242162,3345.22945526508,-46.7378898031455,0.454948901156129,-0.194158993323612,-0.00385814915113009,0.494644974481825,-0.00182257550255182,-3.73352389230288,-1.35500474188105,-101.010068742839,-0.0425398522476826,0.208855070678575,1173.65014061035,22.9006551400903,1.59822883033017,0.978435496302468,0.481623914175607,0.288294406832621,0.064726218123008,-0.0268938362342464,0.0534998511177898,0.0110973906722633,0.00682552713259035,0.00601987407561712,0.00960777710655142,0.0085889987501302,4999.96167065931,43.093796479534,17.3232166618681,34.2621938672278,110.941779794609,117.204261628956,2286.97104319489,504.767005606511,15.0046025648778,0.0854937165398886,0.327337308570723,0.00166889518832868,0.141773407209069,0.30717805277024,2.71343581840403,0.605415645996184,1.10822163071018,0.485066076080359,0.226791389229813,1.55710141737035,0.00754278883573416,0.208034235028097,0.164878840245541,0.105431728072258,0.0757769076038663,0.0430825391929194,0.0449441128396552,0.0610541392404428,0.0121325003885655,0.00379720541864318,0.000957380860884126,0.00180111737688395,0.00320330814006501,6.27455090360572,0.0187158531314588,3.94801618153389e-07,0.116955222798638,-0.00158885724097169,-0.000205166303202686,0.00315320009046905,0.133864911880996,-0.0640599347812029,0.310695875995841,-0.0275710823019792,-0.413327946099653,0.0779575586083047,-0.00346325473138848,2.2179040003154,-0.274986482061185,0.3248555479645,-9.50193595746784e-05,0.151387311313689,-0.119976454260714,-0.108549915437461,1.03385273727158,0.244753342845542,0.223424015603285,0.182138734212169,-0.61136050625388,0.263600952624315,0.550539069068755,1.45592619337755,2.03954108883197,2.08575674280884,1.49338447684396,1.29532561199658,-0.0190117129097017,0.0420156138415888,1.79999946772531,1.52456926652389,1.5036164707791,1.51464912459358,1.50839346863379,1.63092247418915,1.55028895937208,1.69053038811296,1.47811371361429,1.92706370643243,1.73885482388814,1.50267582570366,93.8788527853191,2.62087713356493,2.2913213938472,1.50171457390318,1.46016685452,1.74531393841298,1.76349983585738,2.89238615851316,1.4494745285627,1.48739475702411,1.5193709459544,8.93140155288359,1.77864507894819,1.72370413025759,4.91218877031098,7.64268960138504,9.36019986896902,31.3510625238235,3.24698615549264,2.21158078168428,1.62090850319898
-1.66666666666667,25,1.42,0,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.555555555555556,2,150.000015727529,154.568951150922,-9.08124673471513,621.259868763671,33.2548069784397,3244.30538485574,-57.0952275804603,0.267953379856265,-0.10071393231955,-0.0024904933965212,0.285929736485782,0.013680150994688,-4.65377010717633,-1.47173521195709,-100.957756483699,-0.0744956838443913,-0.359204129361025,1173.71440474951,23.339204249557,1.57407478387668,0.934668649099052,0.440221633163213,0.246818789709405,0.0416900058941777,-0.0684449058285595,0.0452643626708677,0.0109563550517863,0.00651888053327778,0.00601750380168732,0.0087547466930528,0.0119866283720446,4999.94365170295,43.0934433913138,17.3232166618681,31.5729063939356,109.738217554331,117.464760747388,2260.9307815583,406.393446291532,15.8014863967489,0.110209849715225,0.294443670486025,0.00085283904120305,0.0952268162075384,0.299624749896928,2.65618267167747,0.59343960788346,1.00714153438182,0.472271819506417,0.214073437808897,1.64287913632671,0.00793804438171432,0.212672011828361,0.165599227662557,0.104607352004607,0.0745991818196423,0.0338147750520351,0.0431738838686843,0.0544089669515446,0.0115206620576038,0.00296757613185077,0.00074464081316873,0.00230877800271679,0.00483296037654492,6.39697613762499,0.0203253779259107,3.94801618153389e-07,0.116242411055971,-0.00329963140952737,-0.00245363856884754,0.00422166488532519,0.04246083089232,-0.00448391286835002,0.374773346018186,-0.0170476375341376,0.046311637513293,0.114661655720472,-0.00152970816957035,1.76262411506231,-0.0327447956251636,0.409422320320281,-0.00180506659806046,0.464705316904676,-0.146272239708629,0.142646185624233,0.839298506189862,0.247253635270614,0.226788866325782,0.190995000428787,-3.52802969084059,0.274898540934867,0.572438666725459,1.43287650207003,1.88930009674535,2.01314633843458,3.40933303454851,0.0314242402178008,-0.0814413843067786,-0.0186471534139862,1.79999946772531,1.50706334100263,1.5044456654064,1.5146052936455,1.51077913799736,1.66774128576315,1.53680626496285,2.34089363612646,1.47489295766406,1.83212009735761,1.66198994752623,1.50668471318567,94.1115491417937,2.13410085847022,2.43030409937394,1.50629606659317,2.0648357722091,1.60550237415968,1.59990138440088,2.50824060979697,1.44667534075986,1.48318254071158,1.5160440366548,59.4075783552026,1.72484640703386,1.82340840370529,4.80067307784655,6.56360741598964,8.82957821063997,55.1407014835791,1.19118364255816,2.12319126996239,1.67607234776719
-1.66666666666667,12.7777777777778,1.42,0,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.00276249935955125,0.0263913165318693,0.07679782059691,0.1535028124989,0.256506292237839,0.428472077461249,0.555555555555556,2,150.000015727529,229.048057494011,-22.9634372377877,607.862555983752,618.829802208103,7658.48453286116,-18.5098132520571,3.70867795021352,-0.697813269451099,-0.191092948651182,3.75879522966358,-0.335576992250807,9.60519612540361,-0.235291395803562,-100.558657431518,0.544806625570253,8.00922383085094,1173.64107905427,5.55434558900116,1.31007020102073,0.903658941776898,0.68053136131653,0.699796271221747,0.603316654515155,0.536498021039475,0.012458377740652,0.0106153546710759,0.00602296538601188,0.00869053369440683,0.0106627996042079,0.0143294646391001,4999.99187584627,43.093645453598,17.3232166618681,13.1634568593016,122.899726777443,116.801637344437,2524.42548498014,255.665262100892,34.2829099034526,0.0934460774892732,0.343554906842516,0.0133299238581834,0.121751092321212,0.334566170880062,1.45088737572964,0.26571227402779,1.11011043905796,0.532367136675784,0.174081460214363,0.479708941811535,0.0057107659265764,0.115006490163106,0.0612865563824024,0.0386033576193881,0.0324969188387366,0.0283332565690315,0.0262106892602994,0.0195519765636762,0.00549419352574179,0.0023626521619114,0.00185129184567127,0.00135811334963704,0.00106508584592613,1.53932365816431,0.00573375535071276,3.94801618153389e-07,0.207273212863632,0.00630507438575725,-0.0053357282297554,-0.00566007845752903,0.231044550327596,-0.0339255186775257,0.186255519833887,-0.00187854719248075,-0.173850671448084,0.140441165540253,0.00327531931062108,-0.892874465164452,0.359310748770695,0.0442466763546926,-0.00437826015570347,0.0444901835931555,-0.58821668576165,0.0696496223788694,0.332483219469762,0.324792117033216,0.252050161707905,0.174160179178287,0.219730058159992,0.495788882377401,1.18645688194546,1.1712764966571,1.37998478429845,1.7957472471366,2.07429697979782,1.89104528049562,-0.305639640610525,-0.230303768509017,1.79999946772531,1.56520275566627,1.49526918721867,1.51259315999827,1.4968961111945,1.58937074894633,1.53757557701025,1.51630129370815,1.48145315465691,1.43171196060727,1.42668892316066,1.49126831983011,8.04321445225128,2.8091543345587,1.58119731095638,1.49121232986845,1.68830774030185,1.34599886940833,2.2085292078598,1.49946190410981,1.59828201303124,1.64414552465305,1.65755876480929,1.8628679602994,2.53084726674892,3.52100223407178,4.47014182533885,7.63463693486178,10.638225849787,12.742150945852,13.2281897111602,2.30470358216085,2.26854412822262
-1.66666666666667,12.7777777777778,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150.000015727529,219.798489740652,-18.9933911661285,608.292677846057,510.677704358921,7426.20289553172,-19.9850311404021,3.70514092282054,-0.751575960837412,-0.193765441099885,3.76685220289552,-0.322187957702322,9.81102833038226,-0.203385279977086,-100.534520362462,0.529926710728049,8.14789230288511,1173.65597333611,6.57799927090926,1.22739579210499,0.813614685970211,0.591348067909592,0.602430611394646,0.585920758254348,0.566106936777419,0.0124210830409759,0.00848451132090407,0.00602071887303406,0.00601153775648371,0.00602821601916468,0.00597927080512446,4999.99354233934,43.0935246328502,17.3232166618681,14.4692608372789,122.671760763987,116.727174095932,2520.61351018335,272.595308401389,34.0605497619883,0.0903923210299968,0.342831801898382,0.0130032735195673,0.120255681291601,0.333533029054466,1.54716425767886,0.258824179129919,1.11697586591118,0.530224209843895,0.178081684394521,0.475074547787644,0.00516660949124646,0.110625516943237,0.0601025741001705,0.0371255145119506,0.0310786467981352,0.0312776710371524,0.0319732199107228,0.0176984932208057,0.00479886859872215,0.0019662648531644,0.00147247211577175,0.00119458441003801,0.000931181796714232,1.63463807235987,0.00580343311047771,3.94801618153389e-07,0.185402757739603,0.00713825164119277,-0.00749426539518034,-0.00654812601404996,0.23014963128962,-0.0322685905359573,0.314125834024924,-0.00209536986125789,-0.232920743911474,0.222003110793993,0.00407751634325647,-1.23561712125872,0.411193035959366,0.053542536498278,-0.0051513291836293,0.275424840266821,-0.656660981889137,0.0419489309466359,0.334362562412693,0.322739281692092,0.258375426136935,0.186981715808508,0.221414211172716,0.465556404422884,1.183838873474,1.20872232643821,1.48107781898182,1.96288487125907,2.17292647356682,2.28392815534602,-0.379429232311951,-0.220228721031443,1.79999946772531,1.54328367738011,1.49549238448554,1.51119047470287,1.49716462848894,1.58863227637914,1.53403416053711,1.670880445179,1.48005556607307,1.47211876779591,1.50414339782679,1.49157810954019,8.43895134065638,2.93759837686111,1.60098327778867,1.49147811287973,1.71880604854131,1.43120364513581,2.25873493186582,1.49866457524846,1.58796533105937,1.64335129126453,1.67432254420701,1.85580758527531,2.45300370980153,3.51485397629704,4.59776461930543,7.96635777260395,11.2941452711448,13.2719908707687,14.7955330975403,2.40418229630545,2.32758890645271
15,12.7777777777778,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150.000015727529,228.476512863243,-21.2877852963233,605.862660139569,597.100900177065,7827.30475992084,-15.840227156442,4.00661608165816,-0.752413227788772,-0.22630194771378,4.06095990001041,-0.35742585523383,11.0366421206124,-0.22832501313634,-100.37579210499,0.591367220612436,8.85458181439434,1173.6650348922,5.60590313509006,1.24353863139256,0.837297698156442,0.621073992292469,0.638618331423809,0.632868961566504,0.617753723570461,0.0152722223159046,0.00867005737693991,0.00600385553588168,0.0059826808665764,0.00595943849599,0.00584687792938235,4999.9884387043,43.0936725341102,17.3232166618681,8.86590316448044,123.106408146333,117.386081134567,2500.9047979433,125.384514541134,35.8086346676387,0.14376637402288,0.300131405432838,0.0130507070912275,0.115286964228355,0.312173143829728,1.70043888502371,0.231526302525349,0.965411710588717,0.492243791621558,0.414238109111272,0.472002848388197,0.00505455565589301,0.283474163909756,0.152314262600638,0.0881044577924619,0.0668289306532525,0.0617622179803205,0.0623571379980725,0.0391653759227689,0.00893021657740482,0.00303699513888434,0.00190040798525867,0.0013758931256919,0.00103191711134206,1.48792769398193,0.00542281491367923,3.94801618153389e-07,0.192413040910053,0.00852523242348097,-0.00472770991926231,-0.00721358782631854,-0.481478081259066,0.0542778792899086,0.270764550397508,-0.00634912087005758,-0.51473758053536,0.348958349156012,0.00129006543848754,-1.16954610423026,0.780176130772109,0.0815274434057291,-0.00208344526341138,0.194355992112972,-0.69933259134252,0.0260604377540253,0.063547906511703,-0.0306097329938667,-0.00633460629552824,0.0479893588659256,0.084650711885324,0.0988559884940014,0.0412057030945451,0.0113856239736828,0.113596962340636,0.682677797854587,1.51024599132591,2.34057263653201,-0.346395027250066,0.0588511918028283,1.79999946772531,1.58810103575761,1.49515792519771,1.51202167540167,1.49703234721651,3.38520790968681,1.52825486028823,1.76012678274241,1.48097258530119,1.90250042084695,1.79742829953847,1.49164456292783,8.88469251844573,3.84304152800459,1.65079737466646,1.49231407521057,1.70585848752648,1.48906607331389,2.49746924682213,1.69803683746725,1.68146961030517,1.62722343977944,1.53113956751265,1.51301563111453,1.50729017208197,1.52917819870129,1.38044243371491,1.58001622582278,3.30130519515347,6.99054341552188,11.511489920072,2.02654157980209,2.2002863747826
15,12.7777777777778,1.42,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150.000015727529,228.286272263306,-22.4494190386418,605.711207165921,631.770796292053,7804.00416623268,-17.8224316862827,3.98034069367774,-0.736270461410269,-0.228455733777731,4.03178523070514,-0.360501947776273,10.9131333194459,-0.238771830370795,-100.378259556297,0.595298925996563,8.77459514633892,1173.6742006041,5.37045328611603,1.26447567961671,0.864715946255598,0.639912686178524,0.650527986668056,0.638163253827727,0.614787428392876,0.0194251905093219,0.00929825853582023,0.00614300208603271,0.00603217849182377,0.00609813436100406,0.00594203572544526,4999.99739610457,43.0938985522333,17.3232166618681,29.8055890149753,126.046117403196,121.808892872071,2612.52093270484,1096.84959418979,34.4203830027389,0.618387042416177,0.392038727485199,0.0696439147159615,0.637805423825333,0.35958018200624,1.84233212366575,0.218803750026493,1.03576714811946,0.573159184031743,1.3944346895686,0.468697162537257,0.00496031436779962,0.36328954412126,0.238763235119331,0.170286890115752,0.143785440953549,0.132821286147006,0.113785293770314,0.0545380978765046,0.0146506338860417,0.00593897740015781,0.00362420241016829,0.00226338171255688,0.00123509476697582,1.17610475115481,0.00515567234012681,3.94801618153389e-07,-0.372435704060266,0.0206911645378688,-0.0066573483176194,-0.0290362122950411,-0.354743360546049,0.170225906691694,-0.291700886134068,0.0629545806596202,0.179252626675705,-0.302792452088235,0.0391498498950888,-0.985962491772182,-0.56453869642768,0.170620687454274,-0.042088609531157,-0.268847495623171,-0.743378414636187,0.0129772657408343,0.273145136060388,0.0697140893996085,0.077464588028011,0.0783057685704488,0.0639645754838603,0.044477239664275,0.129679070129758,0.094158974512786,0.117296398967353,0.200896490122082,0.192397587969722,0.347831256486159,-0.0906259042291864,0.244498178907686,1.79999946772531,1.78872727790341,1.49567429240976,1.51168174813429,1.4983117969432,1.76983951430822,1.56474571278389,1.67279241750336,1.50083407580393,1.58170955276574,1.67669604756131,1.49607981451223,4.11603870928286,3.20521754024161,1.49848983866159,1.49774777218374,1.65181250413843,1.55261146734669,2.387475529928,1.75513811967026,1.61374393939077,1.58961829382808,1.56605239704856,1.55325306468767,1.56339575896843,1.75932927540675,1.6174987724747,1.61703562164029,1.58559968375073,1.52861590809615,1.73853279077104,1.78525882914685,1.80564334246405
5,15.2222222222222,1.1,0.222222222222222,0.00386749910337175,0.036947843144617,0.107516948835674,0.21490393749846,0.359108809132975,0.599860908445749,0.00386749910337175,0.036947843144617,0.107516948835674,0.21490393749846,0.359108809132975,0.599860908445749,0.00386749910337175,0.036947843144617,0.107516948835674,0.21490393749846,0.359108809132975,0.599860908445749,0.777777777777778,2,150.000015727529,195.160681179044,-20.452908163733,614.502197687741,517.212410082283,6175.24455785856,-15.1521238652224,2.68108717841891,-0.618198393917301,-0.102425652536194,2.74032444537027,-0.246971785958754,5.43099802103947,-0.277596070388501,-100.935521299865,0.387753051888345,5.59800541610249,1173.67472138319,7.83435558795951,1.5527174252682,1.07070469742735,0.777345307780439,0.739109540672846,0.564736152484116,0.44835608790751,0.0369689677070097,0.0119749055755651,0.00647170817018019,0.0116906843037184,0.0126107708572024,0.0146285452557025,5000.00583272576,43.0936569107378,17.3232166618681,27.9788838664258,124.447625594979,119.085986101618,2581.76424738797,886.967400505917,24.2864648524806,0.438898547743816,0.398005082073557,0.0342100241996907,0.473591442062745,0.356028234466922,1.51688748775805,0.284626153463226,1.21050105052508,0.566954921062966,0.975088928301241,0.468503255024728,0.00391053628443355,0.238054706242151,0.165461200379596,0.1344261912147,0.112217477771065,0.0923373158934318,0.0731964718146346,0.0480359851330836,0.0127972102159923,0.00559815394491571,0.00376273960366818,0.00204612383122245,0.00515308486469701,1.39260223171099,0.00543432248127247,3.94801618153389e-07,-0.181025375859281,0.0119835118689613,-0.00667575912269,-0.0172903146857769,-0.337986140848154,0.0887677755100849,-0.374468362072342,0.00392464133748996,0.173164490627393,-0.337989856047501,0.0095363505753264,-0.594056046207273,-0.395979475790067,0.134213215010514,-0.0096030281511103,-0.382116837164599,-0.745909366265458,0.135318452160425,0.149340171213366,-0.130243446184009,-0.0701459391835658,-0.148143975498472,-0.152578371256997,-0.262958608046356,-0.0373008567140972,0.130183314640613,0.133522611440548,0.111995449028504,0.308797668510979,-1.03504472915953,0.0495348078434106,-0.0446537782165542,1.79999946772531,1.6062559964868,1.49636626050135,1.51028400826412,1.5003750026832,1.77863614374265,1.56556004640537,1.79719888973481,1.48456150785523,1.63354003970846,1.76396786653751,1.49473348987766,3.23573864885319,2.74760073132714,1.52793286836682,1.49502494526721,1.80367180462291,1.55638078268225,2.4228320233779,1.87393343145632,1.74272628835262,1.67649907996266,1.64058068917697,1.60638500976933,1.62562751810341,1.43453714000858,1.31095582788291,1.33634692506814,1.5039553844769,1.9907978129303,2.39625590332847,2.04143024253885,2.11803717081145
5,15.2222222222222,1.1,0.222222222222222,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.222222222222222,2,150.000015727529,188.520737423185,-17.2189801916467,614.655494219353,434.929970503072,6022.77741901885,-16.8645735928549,2.69617519008437,-0.660941687324237,-0.106406207686699,2.76567576294136,-0.239241136110822,5.66952561191542,-0.274997219434851,-100.915876471201,0.380598142396625,5.74794073534007,1173.58327257577,8.82992532027912,1.49079533381939,0.991062201853974,0.683086282678888,0.644579762524737,0.553566847203417,0.483794750546818,0.024406954668472,0.0101707780138006,0.0060955186178523,0.0062253112175815,0.00726481564420373,0.00821820195812937,4999.98656389959,43.0935600458281,17.3232166618681,31.5016309121102,124.25831751276,119.367235032221,2580.74958573317,1005.36255065774,24.228549787534,0.508993686041622,0.415998134374155,0.0402364534688667,0.550245310411831,0.359663452976736,1.60680125566268,0.288068461798107,1.25945782190422,0.573308590213281,1.15773913617224,0.493042591938603,0.00458813522668509,0.23986340879389,0.172051204203941,0.129277797439366,0.112626568689528,0.102374080173658,0.0895127979300932,0.0392973572858681,0.0114520235529326,0.0045656811159697,0.00278007173221457,0.00166782175343102,0.00122732209757171,1.61455833560371,0.00613831574330979,3.94801618153389e-07,-0.170904165693619,0.0127952320766037,-0.0103785981604095,-0.0160882610493377,-0.309441970179288,0.099774202148737,-0.347849366026462,0.0164723226454361,0.141205672710695,-0.321431593818006,0.00917391217473989,-0.864042010251462,-0.3583252937185,0.16090304794463,-0.00946117623937345,-0.352694735640581,-0.337808189943276,0.0581589300276762,0.0307627074447899,-0.101993997318894,-0.083209226127488,-0.0984324933944404,-0.144791025021727,-0.259864746089055,-0.0756909608596261,0.115412139397444,0.183158145656779,0.217755278899095,0.457066949258639,-0.00824335246950637,-0.1063853695875,-0.352392267798496,1.79999946772531,1.57911969278294,1.49690061095936,1.50967361664564,1.50039485693786,1.73698694359995,1.56848866353668,1.75519397870995,1.48769142061003,1.59771345866704,1.72908953291018,1.4939647155872,3.41599918766953,2.62629719739544,1.50637464009318,1.49440055141774,1.75304529433413,1.1141143731927,2.05968072166571,1.76868939314338,1.72491061029325,1.67856485006456,1.63447993057808,1.6050418561641,1.6280042781318,1.29062613516463,1.29413761852985,1.38793528608836,1.42010018559142,1.77518044205299,2.42867961582847,1.51829448990203,2.37405044346311
5,3,1.1,0.222222222222222,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.222222222222222,2,150.000015727529,44.8320904072492,-1.57793440787419,204.314208936569,34.3620256639934,1498.1644620352,-14.9096098323092,0.848659118841787,-0.0612638441776378,-0.0113184022497657,0.848659118841787,-0.0612638441776378,-0.325991477366941,-0.0284675279053224,-33.2260285386939,0.106426966167066,1.93165378606396,672.88048119987,-8.40484726903447e-18,0.213417425268201,0.175574877616915,0.191288928236642,0.272158254348505,0.332506499322987,0.418697375273409,0.012014336006666,0.00803155379647954,0.00600093990209353,0.00600114988022081,0.00715313081970628,0.00789788464014165,18.5634579731278,0.27906973231955,17.3232166618681,3.70712837744064,121.958386246711,120.198356700158,2515.38301628737,46.8532719802453,7.12549892477151,0.0476180300938116,0.329387549713577,0.00173012975761307,0.0476180300938116,0.329387549713577,0.213705141412004,0.0482502561435471,0.349306018559836,0.525243732683803,0.0898662798185428,0.0594437556790326,8.88876412230153e-16,0.0352001957480835,0.0312504203646414,0.0242236385347375,0.0244287706666897,0.0274783720906898,0.0536152909760213,0.000840909985276519,0.000319436005012499,0.000197242047348003,0.000226816557055284,0.000301635097166684,0.00131198680544482,0.167928802898528,0.0025128284240585,3.94801618153389e-07,-0.196882157442601,0.0165512712947961,-0.0157933466371869,-0.0158829247067757,0.0286547077511079,-0.16908653545738,-0.346666085812718,0.0088556686279353,0.0291158603484191,-0.346666085812718,0.0088556686279353,-0.384240885118575,-0.174696545826493,-0.0266883568627455,-0.00756666357479494,-1.24590673874594,0.0911331313965651,0.0343174330178367,-0.407896871485028,-0.287424481700442,-0.190175717395553,0.00869703651240033,0.0907646696825074,-0.792919712242179,0.0368419553290892,0.0552174912625658,0.20448830936244,0.51937319742194,0.28882371280987,-1.44665475056391,0.191708589164608,0.191657424702982,1.79999946772531,1.51255839279865,1.50663301069781,1.49999889069176,1.50649425517107,1.74429309771878,1.55198410365471,2.15330594477151,1.50391734377257,2.49591238909496,2.15330594477151,1.50391734377257,5.93876318291167,2.03639279807535,1.49887077225294,1.50338053377061,3.47951311171624,2.59658971495658,4.08243714400287,2.0671016831123,1.90462115664069,1.76322858182918,1.56666795046468,1.51902651991635,2.47161021233625,1.35636040687048,1.30036437504903,1.46406990371573,1.86431282950061,2.07743699245775,9.53317276983842,1.5677047398364,1.56623320350191
5,3,1.1,0.5,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.0011049997438205,0.0105565266127477,0.030719128238764,0.06140112499956,0.102602516895136,0.1713888309845,0.222222222222222,2,150.000015727529,44.5774856785751,-1.51603642120612,204.463607957504,33.4057865638997,1485.00895740027,-15.1564754713051,0.836231090511404,-0.0603405513900636,-0.0112293540256223,0.836231090511404,-0.0603405513900636,-0.34492026070201,-0.027743582001104,-33.2473711071763,0.104593915029684,1.89909217789814,673.101447765879,2.84583287157588e-18,0.214290594729716,0.175166509738569,0.191955442141443,0.272741995625456,0.333065451515468,0.4133956150401,0.0120292959066764,0.0080513666284762,0.00600356150401,0.00600170732215394,0.00708635173419435,0.00811218125289031,19.9928799083429,0.300459108426206,17.3232166618681,0.985449955618878,122.084983758743,120.265954740343,2519.35664348595,109.078223665817,6.92929911815036,0.128057203814953,0.331528787928309,0.00332522520696698,0.128057203814953,0.331528787928309,0.296964646014474,0.0527835694227425,0.354369429225044,0.52900055488538,0.295569705086381,0.0119455189235088,9.04483450874149e-16,0.0567648747766317,0.0602630134616007,0.0537996975267869,0.0580140541946552,0.0667930393783879,0.0942164924994298,0.00131411652991695,0.000611165476217006,0.000425487601407183,0.000490117851853772,0.000643706048110732,0.00123987757633777,0.0784705826875585,0.00117184265369263,3.94801618153389e-07,0.472798737139714,0.0164522418712414,-0.0155780993468151,-0.0163234396773142,-0.461925721048255,-0.119972891686554,-0.256829397769761,0.00868730416814091,0.351715884413421,-0.256829397769761,0.00868730416814091,-0.563256783556551,-0.0178522304521314,-0.0257612562814061,-0.00717446707823782,-0.324852540967896,8.12936853006679,-0.0332691780975938,-0.182491203404165,-0.107312815794205,-0.0553862563959279,-0.0468240189867279,-0.0481217187574235,-0.219159461064975,0.0744920827445962,0.023514743902356,0.149599659542932,0.188107839043687,-0.126050650912496,-1.55160299617276,-0.174380125573384,-0.176861091349414,1.79999946772531,2.45197729125726,1.50618251606133,1.50085541544144,1.50612801051867,1.73187324534028,1.59586138878285,1.52782591830724,1.50545903942252,1.69999630164594,1.52782591830724,1.50545903942252,3.37849413693976,1.97931516008124,1.50115156040385,1.50545252111666,1.56854917823774,67.086632727207,3.81164509646932,1.74398004085052,1.63393000367501,1.59154259171927,1.56835135576871,1.55653065106839,1.44979469494465,1.37122502184611,1.57243100157171,1.64990329837792,1.65015265459009,1.89279609099619,13.431747058592,1.72886140567524,1.72541556481397
