WindDirection,WindSpeed,AirDensity,WindShear,B1Er1,B1Er2,B1Er3,B1Er4,B1Er5,B1Er6,B2Er1,B2Er2,B2Er3,B2Er4,B2Er5,B2Er6,B3Er1,B3Er2,B3Er3,B3Er4,B3Er5,B3Er6,Alpha,Style,Timemean,RootFxb1mean,RootFyb1mean,RootFzc1mean,RootMxb1mean,RootMyb1mean,RootMzc1mean,TipDxc1mean,TipDyc1mean,TipDzc1mean,TipDxb1mean,TipDyb1mean,TipALxb1mean,TipALyb1mean,TipALzb1mean,TipRDxb1mean,TipRDyb1mean,HSShftVmean,LSShftMxamean,TwrBsMytmean,TwrBsMxtmean,YawBrMypmean,NcIMUTAxsmean,NcIMUTAysmean,LSSTipMysmean,LSSTipMzsmean,LSShftTqmean,B1Pitchmean,B1N1Clmean,B1N2Clmean,B1N3Clmean,B1N4Clmean,B1N5Clmean,B1N6Clmean,B1N1Cdmean,B1N2Cdmean,B1N3Cdmean,B1N4Cdmean,B1N5Cdmean,B1N6Cdmean,RtSpeedmean,GenPwrmean,GenTqmean,BlPitchC1mean,Timesd,RootFxb1sd,RootFyb1sd,RootFzc1sd,RootMxb1sd,RootMyb1sd,RootMzc1sd,TipDxc1sd,TipDyc1sd,TipDzc1sd,TipDxb1sd,TipDyb1sd,TipALxb1sd,TipALyb1sd,TipALzb1sd,TipRDxb1sd,TipRDyb1sd,HSShftVsd,LSShftMxasd,TwrBsMytsd,TwrBsMxtsd,YawBrMypsd,NcIMUTAxssd,NcIMUTAyssd,LSSTipMyssd,LSSTipMzssd,LSShftTqsd,B1Pitchsd,B1N1Clsd,B1N2Clsd,B1N3Clsd,B1N4Clsd,B1N5Clsd,B1N6Clsd,B1N1Cdsd,B1N2Cdsd,B1N3Cdsd,B1N4Cdsd,B1N5Cdsd,B1N6Cdsd,RtSpeedsd,GenPwrsd,GenTqsd,BlPitchC1sd
-13.925,4.705,1.3472,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,75.9851775856682,1.98930790646808,222.740785334861,4.85798520987398,2733.55754608895,-13.8443477754713,1.59967607540881,-0.112117969685449,-0.038016339964587,1.59967607540881,-0.112117969685449,0.761621203114258,-0.0684151608832413,-37.1389303197584,0.196336611472763,3.6617131548797,711.303864180804,386.733704822415,13171.5550463493,370.389667742943,-730.071617539839,1.00365414019375e-07,-1.05444583272575e-05,-140.525050830122,443.622768461619,386.733704822415,-3.0200482095615e-17,0.616263951671701,0.48103033017394,0.418567118008541,0.480853733986044,0.558249338610561,0.648272304968234,0.0119648949067805,0.00853821664409957,0.00599556108738673,0.00593264868242891,0.00621799260493698,0.00614897135715029,7.33302062285192,280.346505572338,3.9869488594938,0,17.3232166618681,5.04214654316303,123.355954929301,119.336826901963,2562.13379393424,210.510930648453,12.4650472631252,0.21314477000057,0.348957273150033,0.0104765968402313,0.21314477000057,0.348957273150033,0.303371043427728,0.0558220450296097,0.406154824028545,0.559217958132333,0.430527956412789,0.0874682316685469,0.869990009489256,115.680542136346,123.927160971946,66.8537335467789,0.00416581375988313,0.00390806529856663,68.6701792615257,49.3504958211481,0.869990009489256,1.00097336677032e-15,0.0563719364778048,0.0163815634678559,0.0171481792314425,0.0368075387271363,0.0498956726145292,0.0664837543328969,0.00511426346510587,0.00123681341161219,0.000656611491740474,0.000784905682232335,0.000836165075313765,0.00080431955967472,0.000757732134078472,0.362216162146291,0.00483446707261445,0
-10.625,16.6583333333333,1.2016,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,175.748651182169,-12.3091528809499,617.406915946256,264.202809707322,5352.71909176128,-28.3370735334548,2.17144443287157,-0.631843250703053,-0.0703941974794292,2.25460222893449,-0.17645516562858,3.50878207551296,-0.366724176680554,-101.034109988543,0.271057613196542,4.51466638891782,1173.61170711384,4180.15581710239,37438.9626080617,4670.98625143214,953.865920216645,5.28369653004896e-05,-4.6165837725237e-05,1067.6638371003,287.638843245495,4180.15581710239,11.7486022289346,1.45663514217269,0.900340849911468,0.562365930632226,0.499309978127278,0.409189021976877,0.341444818248099,0.0268179748648058,0.00900471839421936,0.00607569890636392,0.00600921789396938,0.00583450859285491,0.00523002239350067,12.0997312779916,4999.99156337882,43.0933486095199,11.7486011873764,17.3232166618681,30.8016391018008,120.786241051788,118.487025898751,2503.44442177682,909.297684421797,22.1492015246157,0.456080224189065,0.428407868696828,0.0304891063217012,0.517026320243175,0.352461267376827,1.62804070967964,0.352798779500742,1.35091500703582,0.563118502407923,1.09298563131203,0.572680477411942,15.9012542011066,164.971672939722,431.124457352658,307.67055402402,0.0106543286215971,0.0183589829215335,316.76967384709,184.408569212083,15.9012542011066,0.00633312975797367,0.267686001319455,0.114031614676344,0.0428248083352271,0.0290200073298854,0.0416597248087061,0.0561816503301899,0.0506171966700817,0.0087542959960094,0.00216503042784378,0.00107688831536389,0.000949981043097104,0.00038603473750555,0.00587816135881922,2.23061829605053,0.00848185688652271,0.00633372213552102
-4.175,21.6083333333333,1.27946666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,153.432770544735,-9.35095303405895,620.451150921779,111.19428092907,3786.90688469951,-45.5575450473908,0.841343063757942,-0.344813567180502,-0.0148828713571503,0.907746674212997,-0.0524731278096032,-2.12754821614415,-0.982725981199875,-101.067680449953,0.045823725702531,1.20533840430163,1173.67670034371,4179.95646286845,32478.6980522862,6130.34485991043,1401.35225497344,-5.01391397562754e-05,-0.000178005722393501,1642.09894802625,-84.7409630142694,4179.95646286845,18.9775815019274,1.57074096448287,0.928386720133319,0.476018904280804,0.324849296948235,0.14575324586189,0.0413418012863243,0.0376256655245286,0.00913409626620145,0.00610831955004687,0.00602374825539006,0.00591697531507134,0.00626795885845224,12.100224976565,4999.9670867618,43.093323612124,18.9775887928346,17.3232166618681,44.611071481406,115.956375987897,117.455278452846,2399.55287739506,1219.59471362224,15.0314972884605,0.499087296645615,0.46853436667639,0.0120464573593263,0.595243229280318,0.338080771297377,2.21485179552201,0.550960294915807,1.56627225455128,0.537210754062458,1.21762166506544,0.973528690452551,32.9389330831171,182.669933912456,469.827339869042,280.545773276855,0.0218601787637271,0.0220660975689099,285.346843405708,181.715467030285,32.9389330831171,0.00626034539401125,0.207642049966871,0.131583686020539,0.0866134728254364,0.0837271893548689,0.0922146840712777,0.0752426722799889,0.0480972961015209,0.00925292064493404,0.00230398031466789,0.000865654830926016,0.000877149186709284,0.000841336130728793,0.00834986308907043,3.82118000176765,0.0125550601399542,0.006265651686219
-1.775,15.9616666666667,1.28746666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,178.526643058015,-12.3585992813249,617.145089053224,263.078268430372,5441.15373398604,-31.7800606465056,2.2153392354963,-0.635488093948547,-0.0742126476408707,2.29772638266847,-0.179032348942818,3.67494648036663,-0.351923605693157,-101.021071763359,0.275301651161338,4.60732673679825,1173.61399854182,4180.14488074159,38601.1915425477,5757.84334965108,1358.80960316634,5.07794656598272e-05,-8.01846757629414e-05,1474.74023539215,462.094292261223,4180.14488074159,11.5509853140297,1.41368919904177,0.854054192271638,0.534072002916363,0.479562066451412,0.3942018227268,0.332106041037392,0.0153381191155088,0.00867033429403188,0.00607426820122903,0.00600654181856056,0.00571868326216019,0.005260429955213,12.0995042183103,4999.98687636704,43.0933392354963,11.550987397146,17.3232166618681,35.7495959544559,122.02769862761,118.946143638864,2532.49413065647,1095.27153002733,21.2616120307392,0.538025441439768,0.442874303329436,0.0356017624837255,0.598052117834717,0.357681930040386,1.71204490036598,0.367045882517101,1.38500505683325,0.570967582771548,1.26264054721093,0.562498018142768,15.3451521623024,145.001712904126,388.116393140999,296.374837964701,0.0114704614433653,0.0161055384028627,303.426258914177,176.541195188739,15.3451521623024,0.00591149065801645,0.153608393654238,0.0977882695300588,0.0749274462079706,0.0705189664237879,0.0739420974888617,0.0740623022427879,0.0246530366345949,0.00635301364173859,0.00223675900719987,0.00130396323325995,0.000972414188362752,0.000417322237249097,0.00515226567434187,2.06216781219446,0.0077523122222005,0.00591466640238762
0.574999999999999,17.6483333333333,1.36053333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,166.09265389022,-10.5587016946151,619.534308926154,189.617268442871,4668.77325278617,-42.9195437975211,1.55792497656494,-0.522246468117904,-0.0413145872304968,1.63865718154359,-0.12111513654411,0.858199324928654,-0.565904515675451,-101.089183418394,0.168599779877096,2.97124999479221,1173.68607436725,4180.18341839392,35906.9013644412,6596.71784189147,1740.89813561087,9.024272211228e-05,-6.7630641808145e-05,1938.05207790855,557.337048224143,4180.18341839392,14.3049723987085,1.45142776794084,0.846493636079575,0.483384626601396,0.396875565045308,0.276091031142589,0.193738009582335,0.0175212444261327,0.00877530596578482,0.006093325174461,0.00601547099260493,0.005450271638371,0.00576516737839808,12.1000624934901,5000.00249973961,43.0935548380377,14.304969274034,17.3232166618681,45.2650757342454,120.594268610148,118.633639647902,2503.53400132099,1383.93418743192,18.6315604883047,0.651213165469091,0.492275745411045,0.029494274154107,0.733080631508179,0.359171174755939,2.14180694684764,0.500167744408241,1.60200751006096,0.573414703328543,1.55171685888306,0.729285333884428,25.476623272228,185.223771082924,375.356794240727,344.370169412071,0.0130427921439038,0.0186104409463454,349.526858165829,196.213784984417,25.476623272228,0.00500018422220759,0.189698575639604,0.135507359540745,0.102723087336622,0.0927937572924715,0.0964582338606714,0.0949934427363405,0.0290709273425549,0.0077570800930809,0.00249384938496204,0.0012524545772773,0.00068446469667659,0.000615984356709422,0.00676666541388909,2.78530257195111,0.00950862206200466,0.00500016599557791
-2.425,20.9483333333333,1.2592,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,154.321577960629,-9.44472885116133,620.198791792521,122.587202062285,3918.27882512238,-43.2996156650349,0.967800535360899,-0.385840693810019,-0.0188688348401208,1.03987606534736,-0.0645066263680867,-1.57770754738985,-0.89867922310176,-101.080241641496,0.0680411472763253,1.53602835697323,1173.73190292678,4179.99322987189,32715.1973752734,6513.2064368295,1545.51337360692,-4.3889516508697e-05,-0.00019512315290074,1793.49369857307,96.7640787303407,4179.99322987189,18.1863837100304,1.56655535881679,0.924816477450266,0.484701760233309,0.343128465784814,0.172564600822831,0.0715640907238829,0.0312290694229768,0.00905146237079471,0.00609910082283096,0.00600354015206749,0.00579120174981773,0.00613867190917613,12.1000749921883,4999.97583585043,43.0936058743883,18.1863816269141,17.3232166618681,46.5857630219007,117.224312245596,117.573700798152,2427.73903495424,1310.28856374055,15.6475069689026,0.546569309099767,0.483857335525451,0.0157599953735993,0.64381946922837,0.344014849930965,3.60646673645349,0.547162332598471,1.60279018561486,0.546889825499873,1.32190573700363,0.878440742969672,26.5462382770251,181.267657465721,550.123148603471,265.409287289389,0.0199152691116272,0.0217749803239058,267.234728256508,172.209199657337,26.5462382770251,0.00538170523866873,0.188996440339822,0.133129391395985,0.0974369180655341,0.0937406431498971,0.1016284622548,0.0823062088838149,0.0400266013246176,0.0088711895812047,0.00246104461188917,0.00102524184264674,0.00109296877358044,0.00126773451218576,0.00817736972295329,3.33863735173282,0.0113649893160812,0.00538224046234916
7.675,14.2016666666667,1.20533333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,200.294750546818,-18.0415256827414,612.201572752839,472.868982482033,6584.72794500573,-17.3296417000312,3.12694146443079,-0.703970305176544,-0.141442635142173,3.19329424018331,-0.276076139044673,7.47551494635975,-0.232772803087178,-100.774540152068,0.447533872804916,6.78934017289866,1173.61701906051,4180.06353504843,44277.3242370586,6150.47932507031,1338.50848869909,1.34680878658472e-05,-0.000140639559004271,1330.07811686283,399.659462555983,4180.06353504843,7.74625289032391,1.3899527340902,0.920939277158629,0.645995948338715,0.626671096760754,0.583928413706905,0.540976710759296,0.0182286008968857,0.00902664676471202,0.0060782145193209,0.00603343849599,0.00608345901468597,0.00596567430475992,12.0999999999995,4999.9884387043,43.0936891990412,7.74625236954482,17.3232166618681,28.0699888586317,124.614082754679,119.667853847227,2583.29708817496,905.976101792998,27.3971184391737,0.471954508213694,0.399114152778793,0.0431654727194893,0.50505042567668,0.356300307330936,1.5902119805661,0.25231406909624,1.17807825480964,0.567718555259929,1.06906700001466,0.486139028201626,10.4766269799554,151.319942385482,436.044228708753,265.01921580452,0.0101970687422735,0.0141017092725484,270.829311908417,167.25157909781,10.4766269799554,0.00464365586819701,0.262339532891603,0.176884645737749,0.12559379560727,0.104736183112893,0.0966376409738661,0.0829269633677014,0.0388094178076966,0.0109111960655155,0.00422798446222109,0.00248675865405844,0.00149660388282807,0.000859852029697006,4.90300022139093e-13,1.46869119372263,0.00578547543728935,0.00464488415482617
-3.275,21.7183333333333,1.4144,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,154.841769607332,-9.82926529215707,620.652713259036,112.687221747735,3669.57046141027,-53.9252734090199,0.683357362899698,-0.284438845349443,-0.0124529918445995,0.73912021372357,-0.0397475815644204,-2.85904336746173,-1.07129119778148,-101.040385376523,0.0205128723570461,0.761575497320071,1173.65118216852,4179.94625559838,33390.9342776794,6537.95635871263,1631.43870430164,-6.76244928653267e-05,-0.000141945026455577,1863.10498906364,-65.3631052671596,4179.94625559838,19.520880116654,1.54885772315384,0.891471232163317,0.440293948547027,0.287256477450265,0.115419095436934,0.00598031713050724,0.0309722458348089,0.00901959161511302,0.00611192542443495,0.00602714081866472,0.00584965378606396,0.00635551432142485,12.1000822830956,4999.9653161129,43.0932996562863,19.5208832413285,17.3232166618681,47.5521108384378,115.445665598057,117.339007079833,2390.16066449062,1328.00353807663,15.0757111057658,0.543496280896403,0.48520901986193,0.00978992747762768,0.645288898316349,0.33824923855406,3.26911270393129,0.638706335776563,1.63748147489862,0.537691358424021,1.32483947979964,1.04646274631032,35.0767020671141,137.441169054108,439.513818600818,326.146312095488,0.0226539960215881,0.0253675464286201,329.395512354801,184.159862477375,35.0767020671141,0.00695868023787964,0.202037734627776,0.133865342592194,0.0935043437707634,0.0907093539829659,0.0832360660466437,0.0792012640063612,0.0415715999783422,0.00871847096273539,0.00214080136822357,0.000764738740628483,0.000924849847789769,0.000979504946190974,0.00852957475221338,4.26760386352809,0.0142896629627915,0.00695903275075093
0.524999999999999,24.9816666666667,1.184,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,145.86921987293,-8.94442424122488,620.662566399333,88.4719902093532,3230.74526611811,-45.8095229663576,0.407400295775544,-0.186416920402041,-0.0119644778668889,0.447785838895948,-0.0147624571211332,-3.90245718150193,-1.37811567659619,-100.988424122487,-0.0225329940318717,0.095623188397042,1173.79887511718,4179.86324341214,31234.4557858556,8065.3587126341,2042.90532236225,-0.000132789577960629,-0.000296625692740339,2344.77877304447,74.9479487865847,4179.86324341214,22.6999562545564,1.58984980731174,0.988875908759504,0.480232329965629,0.279822150817623,0.0775573449255285,-0.0657313370534318,0.0529418854553693,0.00970135030743672,0.00613762712217477,0.00606757483595459,0.00603773950630143,0.0063825627538798,12.1005030725967,4999.96156650349,43.0935798354342,22.6999510467655,17.3232166618681,59.0278868160149,113.529270937244,116.853613411523,2352.06146577217,1673.56733878959,16.3693739546828,0.665924277761416,0.565785659483852,0.00743669542703855,0.805370005534802,0.339045347638708,2.87553845795969,0.783103787184622,1.93233438426204,0.538773102982448,1.66954620076247,1.30066600933531,38.7965546131893,174.145587285316,523.348056845069,402.848193199843,0.0225487951538703,0.0309223442163678,403.944790745224,223.241639387702,38.7965546131893,0.00729141637842236,0.202845635434452,0.20006153025322,0.152979461388605,0.142257878592923,0.118734811071471,0.121445182604707,0.0561892258500882,0.0119979966384556,0.00338859705629129,0.00120719099869975,0.00101180328042649,0.00114288171187467,0.0096817599088783,5.00696200762615,0.0168845992948575,0.00728781082799084
-3.125,5.51166666666667,1.24586666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,89.8468503280909,-2.37158298406415,249.78448182481,129.432387035726,3233.57056556609,-9.49449575158838,1.86525341110301,-0.14953528054161,-0.0504602020622852,1.86525341110301,-0.14953528054161,1.23200408441829,-0.0891396379400063,-40.3028174148525,0.257339808846995,4.2362308092907,741.352879908337,668.125799395897,16918.0866576398,826.943120508281,-485.23940214561,4.94057672117488e-06,-1.70842859077179e-05,24.9918408794917,207.265295281741,668.125799395897,1.07827088428289e-17,0.840200489532342,0.657019341735235,0.554367847099259,0.611096937818976,0.688408134569315,0.748169399020935,0.0123442907093011,0.0084141741485262,0.00603525841058223,0.00602064993229871,0.00622900916571191,0.00622167670034371,7.64287980418706,504.791198833457,6.88788626184772,0,17.3232166618681,2.63653555340466,122.902992517831,119.706128875679,2543.5245761769,155.383012813576,15.1274126670812,0.16441127434057,0.339783548339732,0.00935468032150217,0.16441127434057,0.339783548339732,0.362385798375639,0.0599414118072072,0.428581415948814,0.543122224089164,0.33936166341607,0.11178610086823,1.16787910911353,54.1779013036792,128.491844767199,81.0687168550085,0.0033502472380636,0.00402478291825488,82.8260929965272,51.9142028739766,1.16787910911353,1.126608751895e-15,0.0494071507852727,0.0363552477559977,0.0322086729139055,0.0367735337770984,0.0460374691540874,0.0400214172733284,0.00635246716735638,0.00230388196820478,0.00120900160178258,0.00105111129774745,0.0010221731239534,0.00074251693362269,0.000822679440397722,0.465423899685692,0.00573274401590069,0
