B1N6Cdmean,B1N6Cdsd,B1N6Clmean,TipALxb1skew,RootMxb1mean,B1N6Clsd,TipALxb1sd,GenPwrmean,Alpha,WindSpeed
0.0105076414647249,0.00175657141732378,0.178880111562273,-3.14716699845464,177.944589957238,0.0769822741750815,3.26597179763273,5000.04884907822,0,20.8838
0.00582744177733507,0.0004674949907027,0.529487108286979,-1.31236452001149,527.210623439729,0.071315179109407,1.34625100869943,5000.04884907822,0,14.275
0.00792088903395505,0.00206322946036228,0.951160888183735,-1.66287072950651,1276.13656078275,0.0596383934817991,1.76019844346133,4839.88052184672,0,12.1674
0.00717239849688047,0.000353928096020942,0.536371502268132,-1.17416917873543,478.242342263347,0.0661047529293595,1.50067371339672,4927.01557884834,0,14.6226
0.0078492491819336,0.000353928096020942,0.518927141764792,-0.69662390137572,245.434923616657,0.0227513361689412,0.140601697739805,295.26329616119,0,3.4466
0.00749942173562426,0.00225164901065096,0.949076456214301,-1.93444327420086,1237.58326980568,0.0769771698886814,1.58922331114954,4470.71360761442,0,11.525
0.00642146431564298,0.000353928096020942,0.521795206450404,-1.17894024772937,468.352842985451,0.0859691809448294,1.41449618482512,4908.3837883787,0,14.693
0.00671244621223653,0.00115458110710455,0.145643750305185,-0.210574932640559,169.983258920911,0.0994998493613835,3.08733682125454,5000.04884907822,0,19.181
0.0051797427824412,0.000479980350446195,0.505456723404201,-1.32974619796337,519.293140068156,0.07581922062845,1.41128814741947,5000.04884907822,0,14.1958
0.00630118151271577,0.0013319396537102,0.895935638064095,-1.40025486156611,808.331897126383,0.07941969541586,1.24526040751921,2836.35337845167,0,10.2974
0.00767084799607834,0.00127960770402529,0.807188911692903,-0.790782646058799,79.4371774106979,0.0646888833620601,0.561999038519184,1204.96844568749,0,7.2086
0.00539506843090699,0.00104663811741659,0.165698880652542,-0.2066021981321,188.689098091815,0.105991308835147,3.24584801515574,4988.60040955765,0,18.3846
0.0071308862892155,0.00118071732985567,0.819092203769044,-0.783479144178704,109.117922265272,0.0637662798012537,0.549872721623792,1134.28769744368,0,7.037
0.00640023773812658,0.0012253490953171,0.134895447668152,0.073535040645197,171.229742022526,0.104486527776879,3.24839763995766,5000.04884907822,0,19.2646
0.00711274715748367,0.000353928096020942,0.40035539286089,-0.862758001242438,294.239625027677,0.0610280112635542,1.79097185572385,4996.58113689697,0,15.859
0.00530355807306324,0.00083440717044735,0.876006197093898,-1.33855134371808,661.340302391358,0.0709954194497905,1.15030898430825,2688.54302383988,0,9.6462
0.00867531457480979,0.00176443698477149,0.186204380715176,-0.605133981728551,202.946601478117,0.146142262112832,3.47662842977242,5000.04884907822,0,20.4702
0.0058325219618095,0.00155860064453374,0.907362052411429,-1.37097943576729,733.634739971628,0.0913318591426762,1.00170672249147,2423.21270228173,0,9.171
0.00885264413812995,0.000757883102826791,0.802428545155554,-1.50054035610467,991.403828137369,0.0563927630059017,1.56306020073931,4993.57384850057,0,13.0474
0.00563938302341833,0.00108334756322081,0.921878418940838,-2.16665866545042,1292.93177656599,0.0447697742641277,1.86115553947175,5000.04884907822,0,11.613
