B1N6Cdmean,B1N6Cdsd,B1N6Clmean,TipALxb1skew,RootMxb1mean,B1N6Clsd,TipALxb1sd,GenPwrmean,Alpha
0.00791792433413472,0.000353928096020942,0.496656599671013,-0.512764122238171,302.683654628694,0.0251235501018159,0.140601697739805,147.035665063467,0
0.00546187320516881,0.000648997810468736,0.451547177937747,-1.13678676173142,399.605316319873,0.0744397728070217,1.41199158323613,5000.04884907822,0
0.00618835689853837,0.000353928096020942,0.254329537124555,-0.536158962349691,192.200651696997,0.0701006507024182,1.79794886160852,5000.04884907822,0
0.00535934235420434,0.000884913485302546,0.911235612751901,-1.87127707905082,1215.07413990357,0.0434538749565761,1.91957180428249,4905.98315829658,0
0.00590556792622057,0.00133586066392347,0.889050699854685,-1.86082454929881,1031.80273645666,0.0694301153395499,1.61341450495356,4114.26740167726,0
0.00793365833174161,0.00211729832438897,0.902270684238334,-1.44628977906721,912.09911970693,0.102019487595729,1.24860959252573,3028.35168880891,0
0.00574440871542675,0.00111190326932052,0.92434240945065,-1.85092460837969,1267.88529729754,0.0440942391095912,1.94180280006284,5000.04884907822,0
0.00750735222304529,0.000353928096020942,0.161894083924702,-0.257290009067536,166.447524956546,0.0604515543428332,2.56706450348259,5000.04884907822,0
0.00919099598368105,0.000713546758246038,0.0769910286993158,-0.87667683961222,123.145863106277,0.0919062420737045,2.47886366286107,5000.04884907822,0
0.00998638911866162,0.00149292493105111,0.0856769656092585,-1.61841635364908,97.2475090952707,0.0713265400934165,3.35142480900463,5000.04884907822,0
0.00932612182245973,0.00165099721767293,0.144048481033389,-2.06994861500131,163.789622270146,0.111030038658636,2.34766396288596,5000.04884907822,0
0.00558121394809214,0.000353928096020942,0.565880220201799,-1.45625973585528,632.959517345341,0.0649697065946903,1.40141142725889,5000.04884907822,0
0.00984660489324608,0.00120138861391181,0.166957386365276,-1.71792879152563,169.455282725413,0.0716003306849306,3.16697979666452,5000.04884907822,0
0.00590755778774075,0.000623496534015202,0.260622798122439,-0.581607665223221,208.849986132798,0.0871685836640104,2.06515992809862,5000.04884907822,0
0.00659778755654189,0.000924847109351811,0.697959969685131,-0.830111848767031,53.3956059846183,0.0429874755313297,0.374926094508955,520.858553802356,0
0.00685437372346595,0.00100982342261382,0.719595970879981,-0.849373390759141,121.837367806898,0.0406049909707379,0.438408823251978,660.456875030468,0
0.00554281834992028,0.000852120176414124,0.336347013208047,-0.89814637811117,268.565194476138,0.0929333901862066,1.77240683678657,5000.04884907822,0
0.00750121367838088,0.00111064515191892,0.749559097513103,-0.789115754869507,85.2161288918022,0.0473822022753426,0.47435004470683,861.578397123556,0
0.00557018198589047,0.000991929678772388,0.320706193044272,-0.910439186169825,263.803181848651,0.106415995791261,2.02257469335845,5000.04884907822,0
0.00519702969132481,0.00140525893555039,0.94504862121597,-1.98396517613299,1217.14518614187,0.0508237704457998,1.75127127251542,4623.45420225793,0
0.00753404091943132,0.00105030572452976,0.773209958061583,-0.606370451572738,59.6346804938696,0.0702914073608282,0.416463178229674,697.886470146229,0
0.00773457955188952,0.000353928096020942,0.508413204727157,-0.548616180141018,271.038159885191,0.0264377516306057,0.140601697739805,187.86150539672,0
0.00593077177463703,0.000833585901418388,0.318302494137885,-0.69057405608326,252.234670116219,0.100723268873593,2.18919321936184,5000.04884907822,0
0.0106847488707264,0.000616168705686528,0.0706160480256385,-0.655714138822492,120.199657422073,0.0860655893603388,3.28401293033547,5000.04884907822,0
0.00710413690411898,0.000353928096020942,0.513873674091603,-0.679480647185837,259.362993318082,0.0214817768661349,0.140601697739805,87.4727282042013,0
0.0079006523562702,0.000353928096020942,0.71679370691474,-1.5482703601844,844.637901105663,0.0650399361393729,1.37799609249081,5000.04884907822,0
0.00693052917715861,0.000995353544214375,0.736469339811617,-0.867174203114979,191.38621086613,0.0400825903654815,0.487089606544313,773.319776618838,0
0.00657217747025209,0.000353928096020942,0.728010046103282,-1.73069939874727,941.649086589675,0.0529865572608533,1.47985497163585,5000.04884907822,0
0.00694093757208181,0.00126127039706623,0.836299090691333,-0.828276778128223,156.436180107001,0.0677533845230656,0.578041127990149,1215.08251672951,0
0.00580580384583786,0.00177247547729348,0.911279127384427,-1.28046251080127,621.580994553268,0.0871253580767048,0.84459981779129,1968.84046068482,0
0.00651926881099451,0.000983832600464875,0.232841910577703,-0.414079618041443,213.948515128067,0.107121176987079,3.14030880751248,5000.04884907822,0
0.00703429884381235,0.00213334028475636,0.947868632999226,-2.02402805766167,1267.25568590321,0.0734088160496696,1.64217423318485,4662.74016668175,0
0.0056380113357486,0.000615150701238723,0.202758122008128,-0.394543942245903,197.300877138382,0.0963135032655525,2.61773278463035,5000.04884907822,0
0.00660526078712317,0.000588066524836082,0.660492109512508,-0.505581798459019,-33.3766960015481,0.0685575822101639,0.282524095397495,299.075234449509,0
0.00701140882676953,0.00208081668896581,0.912473523193489,-1.73856896718953,1044.39464594311,0.0889874662177861,1.46757927776966,3777.03868932919,0
0.00845784815273385,0.00134708450917156,0.142352545493331,-0.738931848119465,160.921738415628,0.0917983262901488,2.95263597549878,5000.04884907822,0
0.00911948070627842,0.00152947298820368,0.0907176524827827,-1.54984625753997,140.203810496624,0.0949768613937142,1.8403854357407,5000.04884907822,0
0.00909545602144848,0.000826058415842824,0.0831148085071408,-0.988615124073106,126.879366268998,0.0961678376633151,2.3409659208809,5000.04884907822,0
0.00603890552208802,0.000353928096020942,0.63593220846077,-0.66111285604475,-11.4673769099992,0.0502660012605465,0.255608123042003,252.407667766848,0
0.00913411079806176,0.000353928096020942,0.106469233609929,0.442878966672632,164.200265700201,0.15508668742781,2.9963134260963,5000.04884907822,0
0.00900691709688557,0.00150177162101507,0.092718706956942,-1.4172664202968,144.24614200444,0.103245271824435,1.87985406707715,5000.04884907822,0
0.00543304278372282,0.0013843101746391,0.946923206056889,-2.10694610086546,1285.12539842894,0.0469006596794602,1.80752218755021,4946.75817883879,0
0.0090318747374831,0.000970568566631464,0.0989309379398154,-1.29331512233778,132.062867780645,0.0993036821540241,2.20050196504748,5000.04884907822,0
