WindDirection,WindSpeed,AirDensity,WindShear,B1Er1,B1Er2,B1Er3,B1Er4,B1Er5,B1Er6,B2Er1,B2Er2,B2Er3,B2Er4,B2Er5,B2Er6,B3Er1,B3Er2,B3Er3,B3Er4,B3Er5,B3Er6,Alpha,Shape,Timemean,RootFxb1mean,RootFyb1mean,RootFzc1mean,RootMxb1mean,RootMyb1mean,RootMzc1mean,TipDxc1mean,TipDyc1mean,TipDzc1mean,TipDxb1mean,TipDyb1mean,TipALxb1mean,TipALyb1mean,TipALzb1mean,TipRDxb1mean,TipRDyb1mean,HSShftVmean,B1Pitchmean,B1N1Clmean,B1N2Clmean,B1N3Clmean,B1N4Clmean,B1N5Clmean,B1N6Clmean,B1N1Cdmean,B1N2Cdmean,B1N3Cdmean,B1N4Cdmean,B1N5Cdmean,B1N6Cdmean,GenPwrmean,GenTqmean,Timesd,RootFxb1sd,RootFyb1sd,RootFzc1sd,RootMxb1sd,RootMyb1sd,RootMzc1sd,TipDxc1sd,TipDyc1sd,TipDzc1sd,TipDxb1sd,TipDyb1sd,TipALxb1sd,TipALyb1sd,TipALzb1sd,TipRDxb1sd,TipRDyb1sd,HSShftVsd,B1Pitchsd,B1N1Clsd,B1N2Clsd,B1N3Clsd,B1N4Clsd,B1N5Clsd,B1N6Clsd,B1N1Cdsd,B1N2Cdsd,B1N3Cdsd,B1N4Cdsd,B1N5Cdsd,B1N6Cdsd,GenPwrsd,GenTqsd,Timeskew,RootFxb1skew,RootFyb1skew,RootFzc1skew,RootMxb1skew,RootMyb1skew,RootMzc1skew,TipDxc1skew,TipDyc1skew,TipDzc1skew,TipDxb1skew,TipDyb1skew,TipALxb1skew,TipALyb1skew,TipALzb1skew,TipRDxb1skew,TipRDyb1skew,HSShftVskew,B1Pitchskew,B1N1Clskew,B1N2Clskew,B1N3Clskew,B1N4Clskew,B1N5Clskew,B1N6Clskew,B1N1Cdskew,B1N2Cdskew,B1N3Cdskew,B1N4Cdskew,B1N5Cdskew,B1N6Cdskew,GenPwrskew,GenTqskew,Timekurt,RootFxb1kurt,RootFyb1kurt,RootFzc1kurt,RootMxb1kurt,RootMyb1kurt,RootMzc1kurt,TipDxc1kurt,TipDyc1kurt,TipDzc1kurt,TipDxb1kurt,TipDyb1kurt,TipALxb1kurt,TipALyb1kurt,TipALzb1kurt,TipRDxb1kurt,TipRDyb1kurt,HSShftVkurt,B1Pitchkurt,B1N1Clkurt,B1N2Clkurt,B1N3Clkurt,B1N4Clkurt,B1N5Clkurt,B1N6Clkurt,B1N1Cdkurt,B1N2Cdkurt,B1N3Cdkurt,B1N4Cdkurt,B1N5Cdkurt,B1N6Cdkurt,GenPwrkurt,GenTqkurt
5.22,18.796,1.38224,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,160.692532027914,-10.5677586569107,619.346474325591,174.640593896469,4310.62378918863,-47.4636579522967,1.26805509113634,-0.460484906561816,-0.0317522482345589,1.34559959868764,-0.0967654309238621,-0.358546489156338,-0.699250808374127,-101.092209144882,0.124332539964587,2.26063677512863,1173.72940318717,15.8449213623576,1.46916914904697,0.860840047911676,0.469081658160608,0.361795698364753,0.219962115665035,0.139448558507864,0.029253161923758,0.00910698172461201,0.00611479408394958,0.00602924591188418,0.00573905978543901,0.0058572947609624,4999.97469013644,43.093505884804,17.3232166618681,54.5703356490372,120.971338256947,118.052885140144,2514.13222559902,1661.14622848472,20.2963370287512,0.729090731719306,0.532969661701391,0.0274951621950907,0.826635540624628,0.363726013102398,3.24015157846635,0.572815197925875,1.73818439290941,0.579326725694326,1.71327815428411,0.913497712564568,0.00617931384894686,0.283746774104634,0.214716374145537,0.155202674919228,0.131751401222918,0.129140296527736,0.099206942119687,0.0454389367522152,0.011661032871317,0.0035429228693432,0.00155978373729348,0.00107867825493765,0.0010399171286006,3.35597802596284,0.0118593841074126,3.94801618153389e-07,-0.0990054905773007,0.0127301188208764,-0.00599172389524177,-0.0202641175328967,-0.16827913011962,0.46760398913381,-0.159718575398966,0.0170160041978609,-0.330382344665917,-0.135164329270678,0.0118129336110261,0.00150575207611703,-0.403273364462771,0.0592463050499835,-0.0124659486780313,-0.133489022323731,0.0398321167709915,-0.125117879741942,0.038582207644586,-0.0853357794690357,-0.0870397693747696,-0.138477730658727,-0.244386236494737,-0.192536747697476,-0.0822492090268158,0.120394842860583,0.215879283178431,0.269452552637051,3.81451261772491,16.3900156780635,-0.0967920237512134,0.0488036647575183,1.79999946772531,1.49198457121892,1.49971702848176,1.51417511090878,1.50596613142633,1.57003669027905,1.67184070730852,1.57544113036703,1.47156694504652,1.51972158288844,1.53863607587627,1.50616487817489,186.209648342283,2.58372060758578,1.53304945448057,1.50800473216975,1.54622755299853,1.9548049362179,2.68286264674508,1.81590564306252,1.71268543772367,1.6833816484876,1.66096588903166,1.72967659791985,2.15682109062138,1.35324571114214,1.35201004584319,1.55246352860614,1.65340945717714,72.7028933105353,572.236333826323,1.80795923996026,2.06995115488923
2.1,11.58,1.25296,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,278.080002083116,-40.9765205602542,577.253629830226,1328.83967678367,9945.00749921883,3.49704620841579,5.49359514633892,-0.584262991355067,-0.422341693573586,5.49359514633892,-0.584262991355067,16.3825446307676,-0.682920017706489,-97.0446099364653,0.974540193729818,12.2086990938444,1159.97718987605,1.63625897823144e-17,1.48639922924695,1.15289811477971,0.939255765024475,0.965978241849808,0.994074919279239,0.975018331423811,0.0163470030196855,0.00996026013915216,0.00607126669930215,0.00603912430090615,0.00674894102166441,0.00603303169393814,4895.95417144047,42.6972138318926,17.3232166618681,12.7108922303536,125.140460538335,121.36247235211,2602.44664076684,593.587857813613,46.3678838125045,0.401047219701878,0.356082785060389,0.0621759012299501,0.401047219701878,0.356082785060389,1.74186627575634,0.322925103589842,0.891388392960905,0.569951708239322,0.877026762923204,0.708431702693226,1.35165944097342e-15,0.14540644355933,0.0952922318536716,0.0786068553940311,0.0717288663596598,0.0593215746663212,0.0513601136316619,0.0254196049822879,0.0083436822379186,0.00440301023755324,0.00332457484066729,0.00258485887549538,0.00181885804827977,6.86365606104749,0.0506079395153777,3.94801618153389e-07,-0.926452262917118,-0.00183293263704847,-0.000163838722545757,0.00527196589469688,-0.596969725596675,-0.0360903005922353,-0.444761951088281,-0.0143738430659824,0.372557447346153,-0.444761951088281,-0.0143738430659824,-2.07511284457109,-0.196555740517169,0.162049383131844,0.0138252379316623,-0.449304730438729,0.0324670923789227,-0.0253910246132733,-0.0990364349354982,-0.215633898222324,-0.158771183734908,-0.204200213929667,-0.322171244599709,-0.492158062683785,0.154252028009687,0.0932773010735309,0.229684887692347,0.483559674281437,0.315155921843051,1.09720007459081,0.0127383849091424,0.0189260889752489,1.79999946772531,2.9179198541251,1.49977051418528,1.50459277536998,1.50068536450679,2.16043196316346,1.5497134569672,1.82237153363084,1.4950561115278,1.73467947591868,1.82237153363084,1.4950561115278,9.21193130241868,3.10598722895372,1.52889237536472,1.49580212371177,1.81251381708197,1.99275950611557,2.60120445981769,1.72631323663143,1.89491135419865,1.81294402482245,1.83132204809336,1.94151785058277,2.13422172788439,1.44361873399768,1.59131815151597,1.93795731976775,3.07360943942792,4.77854849308882,8.44031152180323,2.61160561158356,2.66937989891653
11.46,13.076,1.19408,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,224.910155192167,-25.1366386105614,606.180002083116,734.531727913759,7710.27111759192,-7.75523384564109,3.95461566503489,-0.701645755650453,-0.221732559108426,3.99865170294761,-0.376910834550776,10.8152698677221,-0.288144182408082,-100.400329132383,0.621937293184043,8.7095773356942,1173.65097385689,4.67622997604416,1.39210252057077,0.988603874596396,0.745731934173524,0.751006905530673,0.741653827726279,0.711909332361212,0.022238995678471,0.00943933388949066,0.00607706415337986,0.00602283282991355,0.00601234402666388,0.0057312795542131,5000.01416519113,43.093336110821,17.3232166618681,18.854655647072,125.060526322074,120.083915086666,2580.2790295963,679.723629291171,33.7309787918753,0.392924061498632,0.360981668811119,0.0443933423147814,0.406273790238627,0.345889529264474,1.54334689743093,0.19196319539832,0.993411040721444,0.550353736190266,0.88635190239427,0.476687069177077,0.00685626396150571,0.306184321923189,0.19487149726269,0.137533766311898,0.114635924984711,0.103808397441428,0.0890392766469642,0.0484624933566046,0.0132632611962125,0.00551619274416788,0.00338890340004901,0.00215904028396395,0.00123045626021392,1.29357682150144,0.00575583372886847,3.94801618153389e-07,-0.449053075155136,0.0129603021132462,-0.00222412353534406,-0.0153142505622706,-0.519558267935618,0.0594098379504712,-0.419477031833458,0.0171348464894887,0.358997752849369,-0.431921541947826,0.0120531499890528,-1.37001442978329,-0.45175529121149,0.193369507269914,-0.0130354185547644,-0.376994369401279,-0.633462620111151,0.0739809652102531,0.214102868717643,0.0036740636678256,0.0284706732759855,0.040269976313916,0.0303601872224446,0.0346749629111706,0.0563349865882659,0.0621315365027912,0.108495162107453,0.218902575809813,0.372782596594943,0.802315254398112,-0.0387255452657081,-0.118314243877495,1.79999946772531,1.95314220265215,1.495443613056,1.51280011531311,1.49720140203383,2.02435929421066,1.54821151635657,1.81390230534473,1.48939993582974,1.72104576022623,1.8229724624668,1.4914923528109,5.83768088168947,3.36358950462195,1.51624925499635,1.49245786960794,1.75926936242779,1.4012748910778,2.5836840625313,1.76876696911828,1.6557914008746,1.62324998182514,1.59202059435634,1.57152814326563,1.58163370644064,1.56330913223818,1.40943311725303,1.44109266513221,1.49621436253839,1.64566384234224,2.62256608851284,1.76800647864599,2.40636826089055
6.9,10.788,1.2824,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,256.304499531299,-32.5868712071659,560.151411311322,1075.10606956567,9214.18570982189,0.329245383814187,5.1350420789501,-0.520268812623685,-0.369738662639308,5.1350420789501,-0.520268812623685,14.7099156337881,-0.603812411262369,-94.4029778148111,0.871922664305802,11.4586793042391,1142.39391730028,2.21512244662015e-17,1.34940308301219,1.04084550567649,0.849664243307988,0.885919810436412,0.929134288094988,0.923998656389958,0.0149305964218311,0.00933138544939068,0.00611721259858347,0.00606169785907718,0.00637838332871577,0.00589289969794812,4004.21674825539,35.4576085824394,17.3232166618681,10.7241649131969,124.797328708055,120.774812427999,2571.53653911338,537.92350039676,42.8524722163491,0.362085633719213,0.34102153014162,0.0520594564620872,0.362085633719213,0.34102153014162,1.53639396401876,0.241608785873899,0.805440663826494,0.544088017738575,0.818661130900739,0.595311960440376,1.33450540198477e-15,0.186144025238955,0.122375291899792,0.0957929163475435,0.0902480185101353,0.0809070191848071,0.0699804829731323,0.0268947000552026,0.00895114428762439,0.00457661677215717,0.00340200679921081,0.00256328253276079,0.00163373589321916,5.79025714455373,0.0449632871685416,3.94801618153389e-07,-1.0336998076339,-0.023185514276251,0.0371001777108463,0.0222750970113474,-0.546803232033057,-0.0192593699082187,-0.435730050262991,-0.0241011601692293,0.402539187891522,-0.435730050262991,-0.0241011601692293,-1.83828685946103,0.0643653270591161,0.194724577891134,0.023046284639951,-0.357831291246988,-0.407559980577066,-0.0202108338727666,-0.117835196177716,-0.128554505762084,-0.0542869111744632,-0.0485023460458823,-0.0973394763791318,-0.0119140430974574,0.00575452982334101,0.0403279504414372,0.133355518714745,0.359437985666047,0.569525987834124,1.20811999313264,0.0932741495902472,0.100895908380911,1.79999946772531,3.26256801422562,1.4904222157733,1.5126332566746,1.49056527921613,2.13049817021606,1.53765307543317,1.81181313056149,1.48440979061679,1.74473691184006,1.81181313056149,1.48440979061679,8.16511041310536,2.85341725062443,1.56704396234695,1.4851423764394,1.72845777001119,2.31740841129373,2.64478337779084,1.74481128600416,1.73325433568403,1.67286724930837,1.6308219931543,1.67156658291313,1.6639912096839,1.26549999142825,1.28775659940655,1.43433727806014,1.84376282196592,2.88961138103949,5.47183196705306,2.74858780623673,2.79458178631212
14.1,8.94,1.29648,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,179.799822935111,-23.0077886654515,394.644224559942,748.537910699927,6544.57910634309,-2.25623542624727,3.71456098323091,-0.371579524099157,-0.194931361316529,3.71456098323091,-0.371579524099157,6.75061649828143,-0.309294790632226,-66.3328351213415,0.625979221276951,8.34247734610978,953.504072492446,5.84090518695965e-18,1.29006849286533,0.996953733986044,0.814869513592335,0.854779054265182,0.906020185397353,0.912829517758565,0.0154335792636184,0.0091722223618373,0.00603224245930632,0.00598239136964899,0.00654106072284137,0.00642540454119362,2191.83303822518,23.2538027288826,17.3232166618681,6.26493939265535,123.187927931711,120.072267884045,2516.30262529782,389.518067906881,31.1338356255394,0.271136087168479,0.321341186304985,0.0281919112718,0.271136087168479,0.321341186304985,0.94092293609047,0.204072973395625,0.602198284412779,0.510529499845493,0.664108556114477,0.224000271006442,1.37721116999395e-15,0.270389981446377,0.1720857219251,0.13105196190611,0.12539542438232,0.116218618240971,0.108776784505524,0.0405333464426256,0.0119950854255975,0.00584163953826979,0.00424377729847375,0.00312503093944015,0.00200418373198111,0.865264908554728,0.00520879033165098,3.94801618153389e-07,-0.832150557768614,0.0212895530782884,0.0344589130397756,-0.0207312721844045,-0.319835783896475,0.0655656233674054,-0.312378486896822,0.00678951994996672,0.327160148969502,-0.312378486896822,0.00678951994996672,-1.28626724009026,0.20144571808678,0.120784661027479,-0.00588376586433328,-0.145399091435818,0.09126897346032,0.00545857408300936,0.118922581627906,-0.0058762968231907,0.0282785270236346,0.0210956090500066,-0.0141835970495566,0.0737429229457401,0.0197729520472898,0.0358844878878119,0.0595603223952407,0.202622589666368,0.365920873218931,0.568471054149675,-0.0894521164290695,0.111773713512926,1.79999946772531,3.20508919561541,1.49250482422194,1.51434365429954,1.49372770411592,1.8147053383645,1.52782787272253,1.6807261520176,1.48990014296296,1.67473416165531,1.6807261520176,1.48990014296296,6.78809155300602,3.19748504348018,1.5469929970237,1.49021729012596,1.55582437228738,2.1838566570892,2.61395634314095,1.67814511290048,1.62873373720526,1.57864587356004,1.53261130282192,1.54766565906182,1.49847435494825,1.53828697672645,1.40614090274116,1.47240980243296,1.55136036337903,1.66897669340088,1.98913660701419,2.05741157047965,1.84219096135488
8.46,15.804,1.212,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,180.330278096032,-13.7349366048328,616.289376106655,315.908799604208,5610.38860535361,-26.3316161244662,2.38757462764295,-0.653354682845537,-0.0859381272784085,2.46729694823456,-0.199577344041245,4.42657000677013,-0.316991779748985,-100.990564524529,0.312409688261639,5.03891386313926,1173.58993854807,10.6798333506926,1.4243318925112,0.900916946151442,0.581514560983231,0.530399791688366,0.452198510571816,0.391532371627955,0.0268463947776273,0.00924846692427872,0.00612009043399645,0.00603455327570045,0.00576165909801062,0.00569822883033017,4999.99218831372,43.0933621497758,17.3232166618681,37.6638776550743,123.784376158749,119.345459746574,2570.1280916847,1170.63219472399,23.2627851993802,0.568125157203801,0.439447311239814,0.039854179927592,0.621108378089842,0.360702857251356,1.73177553789717,0.344864210717091,1.36168327739806,0.57467844720528,1.30613893075501,0.505448239987638,0.00577831219147128,0.310596430231169,0.214584680752937,0.150046529375188,0.123135565908568,0.11317306000689,0.0976184185462381,0.0484974080899898,0.0127146254038362,0.00446612111707862,0.00238484509793525,0.00138914519239155,0.00080331441282999,1.82968616740708,0.00666981544307274,3.94801618153389e-07,-0.165956599030012,0.0172211574703917,-0.0153911862758673,-0.0228276577351638,-0.28427053550423,0.247923161791682,-0.320512440572982,0.0441757355036405,0.078969538372484,-0.301905556426882,0.0207006573835383,-0.96147318593341,-0.449953470963379,0.155749886838133,-0.0219729968962265,-0.32308371651204,-0.20801721867291,0.000158971831045534,0.149234453227973,-0.0251071319402627,-0.0179748462691485,-0.0292547048450159,-0.0669954758111002,-0.180295224063109,-0.0187526208090756,0.084884077,0.149300554888508,0.256763363202977,0.508650532477806,0.0459896086208022,-0.0892825929244383,-0.399712584238323,1.79999946772531,1.56291852121113,1.49840916036581,1.50705810772003,1.50283205575361,1.70208566970545,1.54952568592129,1.72503959676209,1.49627501261798,1.55843249892794,1.70270794028523,1.49742658588454,3.6445311336099,2.47881862309727,1.51045228793129,1.49822390071767,1.72124611600572,1.43358662557192,2.99283821504472,1.79333078282303,1.66547952108804,1.63560178648018,1.60513821631538,1.58223095413434,1.60809094702451,1.48650284459262,1.421882631984,1.49618302765591,1.51221969722235,1.96683239064111,2.07540344774689,1.46632157325457,2.35822732702567
12.06,7.972,1.41424,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,161.988907405479,-19.9558231746693,338.96273304864,646.825451150922,5934.68794917196,-4.30096701489428,3.40426361837308,-0.334202761057181,-0.164303895427559,3.40426361837308,-0.334202761057181,5.12374742214353,-0.239335669955317,-56.7420685345276,0.565110396951359,7.67499895844182,881.351807103433,1.73856374960942e-17,1.22084558900114,0.940031475887928,0.77079713571503,0.815105926465993,0.872676710759296,0.887415592125821,0.0133989664862723,0.00863706743769398,0.00601182152806999,0.00598756504530779,0.0063705687949172,0.00630527903343402,1730.99687532549,19.8664066243105,17.3232166618681,5.17453569413361,122.955429096244,120.299042349457,2520.13653764703,340.459105029474,28.3250300949393,0.244070952325236,0.325272383536299,0.0234308120998269,0.244070952325236,0.325272383536299,0.809383976944986,0.172620528098648,0.530839814086319,0.517468977464535,0.590015064778504,0.205424141198248,1.38291007484295e-15,0.226546700901017,0.147349404608,0.112593204812369,0.109808486320495,0.103536172680798,0.0952061384334117,0.0307261050348071,0.00973340915984504,0.00473917515943696,0.00356246684372917,0.00268075330140637,0.00169279343121896,0.75910489090255,0.00515214901252725,3.94801618153389e-07,-1.13619408698927,0.0136227759838419,0.0173556598855982,-0.0118267397981347,-0.404652310630349,0.0564172563626209,-0.38294368673417,-0.00371204893349705,0.404506587959087,-0.38294368673417,-0.00371204893349705,-1.31201035381914,-0.114191581824652,0.0516644070277608,0.00482440275247526,-0.21460246742114,0.0991895426676504,-0.0122467860813309,0.000667134101828185,-0.0346191219609416,0.0112254231982886,0.023349953485971,-0.0325107185897671,0.0891229176083996,0.0400158322967371,0.0512441953928273,0.0832884097608844,0.215137261143021,0.541403797335819,0.887645276371076,0.00520507366506733,-0.196092985861711,1.79999946772531,3.96503492019051,1.49334101545437,1.50883620619341,1.49331772364667,1.96222358678816,1.53693167413639,1.7692180348633,1.48673056400972,1.74362539908449,1.7692180348633,1.48673056400972,6.70985061930716,2.05571597115823,1.51519499796765,1.48662638935718,1.62625268585838,1.93856345125597,2.64460887522145,1.66453012097433,1.65163584062731,1.60855181146777,1.5604491683833,1.56977083021196,1.53111985480127,1.43461917999729,1.36175790029223,1.41010424412048,1.52861322781938,1.81565907658395,2.54389819170174,1.73558153693311,1.89784466503504
9.3,18.62,1.2248,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,160.302066451411,-11.0231284793251,618.682678887616,209.009004853661,4487.52577856473,-37.9543993334028,1.48048058535569,-0.514732061260285,-0.0408012552546609,1.56288808457452,-0.1189847419248,0.596764002062285,-0.605611549655245,-101.097023226747,0.165727884747214,2.82188496521196,1173.73294448495,14.8180668680346,1.46995599416728,0.920241870638474,0.530187459639621,0.426287876262889,0.292404631809187,0.201498373284033,0.0597971272200812,0.0097233221171753,0.00616475692790335,0.00604910394750547,0.00588521653994376,0.00568786168107489,4999.98593896469,43.0935517133631,17.3232166618681,53.9139174672629,122.327302532989,118.350649373966,2546.80228551192,1666.66998201347,21.9125394369981,0.758199405148001,0.533568097958371,0.0326842368104475,0.850362670467533,0.369380454416353,3.73714514174328,0.559756967909705,1.72566945113037,0.588827333667666,1.78393395626248,0.84934224914848,0.00565980961401109,0.366297619099656,0.277749424888394,0.194291364544266,0.157334371962761,0.147302188163031,0.126452027102633,0.0803581184272217,0.0169822666728825,0.00528893756352533,0.00238802510604693,0.00117805404201932,0.00145238237369074,3.12461833936414,0.00937464762846228,3.94801618153389e-07,-0.157606779720383,0.0174386449190206,-0.00475912574985218,-0.0271889251428214,-0.232192297771888,0.44566551998694,-0.250589947919747,0.0726513871434537,-0.218768836849142,-0.23377312991565,0.0278365527115554,-0.333028932273312,-0.601897486984307,0.11307865759292,-0.0298205699042365,-0.2463180535305,-0.0154455155561699,-0.00184142863059299,0.344027155163948,-0.00565726531284495,3.68482295651375e-05,-0.0240229805974789,-0.101060973928067,-0.314286660492812,0.273331761710141,0.104304114250034,0.185235070346671,0.279245853262075,-0.353086864979578,16.1899611285467,0.110196855427385,0.0875273868798355,1.79999946772531,1.53371179696742,1.50254646702213,1.51339593198945,1.50801922267764,1.61783951621313,1.6528220562362,1.64118417222141,1.49853225388108,1.48925227295412,1.61629843371443,1.50267901491773,191.934188783591,3.03519055528715,1.54920864640576,1.50398094282557,1.63443865595275,2.20544049695229,2.77016119864595,2.02206430230229,1.65765750000477,1.62391770107753,1.59921212073053,1.58714983165067,2.52877241651519,1.81257380940748,1.5661888181511,1.70381669888514,1.7714175062247,2.27734808656657,488.814179612767,1.92610056961072,2.52203381391109
-2.94,3.836,1.4104,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,65.0857535673368,-4.69563722216436,214.896073325695,119.714585803562,2323.50317675242,-16.5120121862306,1.37657337777315,-0.109768665536923,-0.0282357775231747,1.37657337777315,-0.109768665536923,0.407827819487553,-0.0504024802351838,-35.0617123216332,0.19101475692532,3.16380147901261,691.213092386209,-8.85074132902823e-18,0.42572770544735,0.338325164045412,0.311050900947817,0.381028913654828,0.458140891573795,0.565941964378711,0.0120302378918862,0.00859959962503906,0.0059983234038121,0.0059964890115613,0.00621127799187585,0.00616467003437142,139.916477450268,2.04764545359857,17.3232166618681,3.28465527067625,123.054510297701,119.311054233498,2542.75838116883,69.5282647509787,11.0390184373977,0.110126597867408,0.337769129617257,0.00487995601095258,0.110126597867408,0.337769129617257,0.210544022880988,0.0508618857322472,0.37176334450275,0.539610118612787,0.196098942293541,0.0708462883153495,1.0631269599771e-15,0.0273212941035906,0.0234354031070129,0.0195532542973105,0.0188529469225233,0.0231572928261994,0.0252111604390294,0.0018299161425076,0.000734215363426512,0.000368821528208309,0.000328896027309975,0.000517135763629791,0.000353928096020942,0.201725181085962,0.00290174380131983,3.94801618153389e-07,0.00812990722387045,0.0295280034111175,-0.022198303532851,-0.028527441566072,0.102905984864426,-0.145583924028619,0.00895565506570622,0.0212673089084992,-0.254708152211611,0.00895565506570622,0.0212673089084992,-0.801311150927492,-0.126312075052235,-0.0364225743892532,-0.0204544727554957,-0.226409222932887,-0.192496901747672,0.103756094875765,-0.603521349436905,-0.787561652334363,-0.7710344574954,-0.753232968501363,-0.663298159493951,-0.620571010114407,0.572467250975863,-0.438984658471987,-0.62164788736113,-0.905682492860643,-1.5189795418994,0.00809137083431638,0.130432404959214,0.162353516647192,1.79999946772531,1.63556122410202,1.48987744045707,1.51232330299213,1.4897601011518,2.08268863297878,1.52294423217392,1.51992550663615,1.48782113675409,1.72149152263711,1.51992550663615,1.48782113675409,6.28836476836589,1.96411512106002,1.50862587611672,1.48760268932001,1.72885835588792,1.99682038458771,3.79356202600586,2.58358630299381,2.88173309029886,2.66319149167064,2.34648870804727,2.0763682717974,2.20028467276721,3.23398848837248,3.2406249247299,3.71967601106257,4.5489954936064,5.33355949627843,3.0121624413534,1.55040812640204,1.53769217355826
-9.18,11.492,1.19152,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.000015727529,260.398437662743,-38.2137968583481,569.199677116967,1229.88595756692,9317.12269555255,-0.209110886574317,5.14974815123425,-0.544991007624206,-0.373409124049578,5.14974815123425,-0.544991007624206,14.8759181335278,-0.623628329830226,-95.6996958650143,0.909394375585876,11.4480308301219,1150.24924487033,-6.66816792313301e-18,1.45612717425268,1.12750890532236,0.917359962503905,0.94968356421206,0.983580824914072,0.965024841162376,0.0148093646235809,0.00938879594740131,0.00599811447213832,0.00599368372721593,0.00650804113113217,0.00613312620956151,4401.97885636913,38.7120008332466,17.3232166618681,16.0038167210882,126.698579790219,120.637133599156,2682.35207311138,725.920907757335,44.574868805138,0.522603755351278,0.387092124866354,0.0775616432135953,0.522603755351278,0.387092124866354,1.73898286236203,0.33632709017445,1.04522494149614,0.623229024239842,1.14343469847403,0.733183485540813,1.29366231881339e-15,0.140209151701513,0.043315864453977,0.0174757558539041,0.0315871252227349,0.041286384811696,0.0608662943170852,0.027797782890008,0.0060314737552098,0.00292453581189142,0.00270018318713937,0.0023779623793742,0.00197987279800899,7.03694645427302,0.0534043771549261,3.94801618153389e-07,-0.319964766185784,0.00633862702872279,0.0303282549979471,0.00349643209683728,-0.270778517415101,-0.100315993371981,-0.13977075365527,-0.0228378305110641,0.0217205724607022,-0.13977075365527,-0.0228378305110641,-1.71643234706459,-0.32409849281949,0.0901990817096022,0.0230828526344236,-0.158790375919036,-0.426698519351914,0.00443297927503646,0.621181502155769,0.370682136374449,-2.44015791817064,-0.326028688361508,-0.0317060382178137,0.128070882777314,0.863205849076534,0.758862519682024,-0.29116856110044,-0.719824295027111,-0.589640337221275,-0.240184764063987,0.00295027433052447,0.0237252600203658,1.79999946772531,1.90376705186957,1.50283807663355,1.50733674830008,1.5036659047548,1.75731570481792,1.55772058571693,1.61840445200927,1.49980293192076,1.58519923272522,1.61840445200927,1.49980293192076,6.55933629807686,2.66999114726291,1.47311267156055,1.50015285643079,1.64419577828604,1.94891599118749,2.6174941375343,2.08934113426997,1.82238710910146,9.87704526277304,2.57134585249072,1.85766224615541,1.70290888137008,3.20550532667152,5.15781268546236,9.82007644759956,8.63810538298531,7.4673853788891,6.32150270547816,2.41192515177997,2.44130430065005
